evidence_id,resource_url,resource_type,retrieval_method,retrieved_at,http_status,content_type,response_bytes,sha256,local_fixture_path,fixture_scope,page_or_function,line_or_object_path,supported_conclusion,confirmation_status,independently_reproduced,notes
EV001,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/,html,curl -sL GET,2026-08-02T15:08:00+08:00,200,text/html,25181,9f4ee836eafa45f8,fixtures/reference_compatibility/index.html,LIMITED_SAMPLE,index.html,body结构,页面为静态SPA；chart-stack五联图结构；summary-grid六概览卡;trend-table趋势表,CONFIRMED_SOURCE,false,仅保存有限样本
EV002,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/static/app.js,js,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/javascript,32791,80eee47b9ab2742d,fixtures/reference_compatibility/app.js,LIMITED_SAMPLE,全文件,estimateFlowAmount/percentileFromSorted/buildAggregatePayload,净申赎=delta×avg_price估算；分位=排序位置;分组合计=指数点位+成交额加权+全覆盖门控;refreshData明示只读,CONFIRMED_SOURCE,false,站点版本较首次抓取(171920B)已更新，以本次哈希为准
EV003,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/static/styles.css,css,curl -sL GET,2026-08-02T15:08:00+08:00,200,text/css,9621,3288c757724132b0,fixtures/reference_compatibility/styles.css,LIMITED_SAMPLE,全文件,theme-dark类,日夜间主题由body.theme-dark控制,CONFIRMED_SOURCE,false,仅保存有限样本
EV004,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/universe.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,14668,791c461a2b2b9b64,fixtures/reference_compatibility/universe.json,LIMITED_SAMPLE,data/universe.json,41只ETF主数据+16方向分组+latest_combined_ratio/value,CONFIRMED_SOURCE,false,已校验json解析41条
EV005,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/groups.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,15668,2e8f96253837678a,fixtures/reference_compatibility/groups.json,LIMITED_SAMPLE,data/groups.json,16个方向分组及ETF成员,CONFIRMED_SOURCE,false,已校验json解析16组
EV006,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/etfs/510300.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,101394,6ae42f638686f16f,fixtures/reference_compatibility/etfs_510300.json,LIMITED_SAMPLE,series[625]与disclosures[5],series: etf_qfq_close/qfq_total_units_yi/qfq_delta_units_yi;披露2025-12-31比例82.76%;2026-01-28份额跳变-60.28亿份(UNRESOLVED_SHARE_JUMP候选),CONFIRMED_SOURCE,false,已解析625行
EV007,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/etfs/510050.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,101203,12478b4f778021c7,fixtures/reference_compatibility/etfs_510050.json,LIMITED_SAMPLE,series[625],上证50ETF华夏序列,CONFIRMED_SOURCE,false,已解析625行
EV008,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/etfs/159919.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,100911,3e0e775af61afb0a,fixtures/reference_compatibility/etfs_159919.json,LIMITED_SAMPLE,series[625],深交所沪深300ETF嘉实；2025-11-12~18共5日份额缺失,CONFIRMED_SOURCE,false,已解析625行
EV009,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/etfs/510310.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,100853,822cc454ae4c2a46,fixtures/reference_compatibility/etfs_510310.json,LIMITED_SAMPLE,series,沪深300ETF易方达序列,CONFIRMED_SOURCE,false,已解析
EV010,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/etfs/510500.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,100961,b105bc6991dfafb7,fixtures/reference_compatibility/etfs_510500.json,LIMITED_SAMPLE,series,中证500ETF南方序列,CONFIRMED_SOURCE,false,已解析
EV011,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/etfs/159845.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,99783,f486e8c9c695496e,fixtures/reference_compatibility/etfs_159845.json,LIMITED_SAMPLE,series,中证1000ETF华夏序列,CONFIRMED_SOURCE,false,已解析
EV012,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/index-turnover/hs300.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,80452,e2a1f26b92a738e1,fixtures/reference_compatibility/index_turnover_hs300.json,LIMITED_SAMPLE,rows[624],指数成交额序列(index_close+turnover_yi),CONFIRMED_SOURCE,false,已解析624行
EV013,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/trends/hs300_recent_week.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,9364,294f53ddf8e2e046,fixtures/reference_compatibility/trends_hs300_recent_week.json,LIMITED_SAMPLE,rows[25],趋势表结构(合计行置顶+percentile+flow_amount+denominator_turnover_yi),CONFIRMED_SOURCE,false,已解析25行
EV014,https://forgpt-d0g49jg3794cda582-1456017603.tcloudbaseapp.com/data/margin/hs300.json,json,curl -sL GET,2026-08-02T15:08:00+08:00,200,application/json,960863,b4733555bb8421ab,fixtures/reference_compatibility/margin_hs300.json,LIMITED_SAMPLE,rows[624]+etfs{},融资余额序列(指数+ETF),CONFIRMED_SOURCE,false,已解析
EV015,https://qt.gtimg.cn/q=sh510300,实时行情,curl GET,2026-08-02T14:20:00+08:00,200,text/plain,540,HASH_ONLY,NOT_STORED,字段f72/f73/f76,腾讯实时总份额字段=当日总份额(510300=26466787700份=264.6679亿,与参考站qfq_total_units_yi一致),CONFIRMED_BEHAVIOR,false,仅记录哈希不存正文
EV016,https://web.ifzq.gtimg.cn/appstock/app/fqkline/get?param=sh510300,day,2026-07-27,2026-07-31,5,qfq,json,curl GET,2026-08-02T14:20:00+08:00,200,application/json,1956,HASH_ONLY,NOT_STORED,qfqday,腾讯前复权K线仅OHLC+成交量,不含份额字段,CONFIRMED_BEHAVIOR,false,验证K线无份额
EV017,https://q.stock.sohu.com/hisHq?code=zs_000300&start=20260731&end=20260731,json,curl GET,2026-08-02T14:22:00+08:00,200,application/json,652,HASH_ONLY,NOT_STORED,hq[0],搜狐指数成交额83290912.00(万元)=8329.09亿元,与参考站denominator_turnover_yi一致,REPRODUCED,true,万元→亿元折算已验证
EV018,https://q.stock.sohu.com/hisHq?code=cn_510300&start=20260731&end=20260731,json,curl GET,2026-08-02T14:25:00+08:00,200,application/json,249,HASH_ONLY,NOT_STORED,hq[0],搜狐ETF真实成交额701655.062万元=70.1655亿元;参考站估算70.126亿元偏差0.06%,REPRODUCED,true,真实成交额对账
EV019,https://api.fund.eastmoney.com/f10/lsjz?fundCode=510300,json,curl GET,2026-08-02T14:23:00+08:00,200,application/json,2333,HASH_ONLY,NOT_STORED,LSJZList,天天基金NAV历史可回溯至2014年(510300),CONFIRMED_BEHAVIOR,false,NAV源候选
EV020,https://www.jisilu.cn/data/etf/etf_list/,json,curl GET,2026-08-02T14:26:00+08:00,200,application/json,19532,HASH_ONLY,NOT_STORED,cell.amount_dt,集思录份额更新时间=T+1 08:06(amount_dt=2026-07-31 08:06:33),CONFIRMED_BEHAVIOR,false,份额T+1可用证据
EV021,https://www.szse.cn/api/market/ssjjhq/getTimeData?marketId=1&code=159919,json,curl GET,2026-08-02T14:27:00+08:00,200,application/json,32489,HASH_ONLY,NOT_STORED,data,深交所实时含真实成交额+netValue,无份额字段,CONFIRMED_BEHAVIOR,false,深市行情源候选
EV022,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_ETF_GP_SJLB_ETF_XX,json,curl GET,2026-08-02T14:28:00+08:00,200,application/json,515,HASH_ONLY,NOT_STORED,pageHelp.data,上交所query接口6个sqlId全部data:null,历史份额免费接口不可用,CONFIRMED_BEHAVIOR,false,失败探测证据
EV023,https://www.szse.cn/api/report/ShowReport/data?CATALOGID=1944_etf,json,curl GET,2026-08-02T14:29:00+08:00,200,application/json,440,HASH_ONLY,NOT_STORED,recordcount:0,深交所ShowReport/GetEtfDaily报告接口空/404,历史份额免费接口不可用,CONFIRMED_BEHAVIOR,false,失败探测证据
EV024,python3 -c "import tushare",env,本地执行,2026-08-02T14:30:00+08:00,NA,NA,NA,NA,NOT_STORED,NOT_STORED,tushare 1.4.29已安装,Tushare包可用,CONFIRMED_BEHAVIOR,false,本地环境
EV025,参考站510300系列内部一致性,json,本地分析,2026-08-02T14:35:00+08:00,NA,NA,NA,NA,NOT_STORED,NOT_STORED,series,typical_price(4.67)×成交量(15016263手)×100/1e8=70.126亿元,与参考站etf_qfq_turnover_est_yi=70.1259完全一致,REPRODUCED,true,估算成交额公式精确复算;成交量单位=手
